Hole number,FDUP,ORG,TiO2 dup,TiO2 org,P dup,P org,V dup,V org
NM21105,D060925,D060924,2.44,2.67,0.112,0.141,0.014,0.016
NM21105,D060945,D060944,2.47,2.38,0.411,0.398,0.018,0.017
NM21105,D060965,D060964,3.3,3.13,0.558,0.518,0.024,0.023
NM21105,D060985,D060984,4.96,4.82,1.19,1.14,0.039,0.037
NM21105,D061005,D061004,2.7,2.84,0.214,0.198,0.016,0.021
NM21105,D061025,D061024,20.8,21,0.024,0.021,0.179,0.184
NM21105,D061045,D061044,18.35,18.65,0.018,0.017,0.148,0.152
NM21105,D061065,D061064,20.2,21.5,0.006,0.005,0.167,0.176
NM21105,D061085,D061084,15.35,13.55,0.044,0.053,0.104,0.094
NM21105,D061105,D061104,3.23,3.14,0.156,0.164,0.015,0.015
NM21105,D061125,D061124,1.61,1.45,0.15,0.174,0.018,0.017
NM21104,D062355,D062354,4.89,4.98,0.041,0.041,0.038,0.04
NM21104,D062375,D062374,4.5,4.6,0.045,0.045,0.036,0.037
NM21104,D062395,D062394,5.81,5.74,0.033,0.032,0.045,0.047
NM21104,D062415,D062414,4.02,3.89,0.049,0.049,0.028,0.026
NM21104,D062435,D062434,4.33,4.42,0.024,0.023,0.035,0.034
NM21104,D062455,D062454,4.07,4.33,0.03,0.029,0.033,0.034
NM21104,D062475,D062474,4.37,4.34,0.031,0.029,0.03,0.029
NM21104,D062495,D062494,2.87,2.87,0.016,0.016,0.025,0.026
NM21104,D062516,D062515,5.66,5.94,0.025,0.025,0.045,0.045
NM21104,D062535,D062534,5.04,4.99,0.038,0.036,0.042,0.042
NM21104,D062555,D062554,6.7,6.75,0.031,0.03,0.049,0.05
NM21104,D062576,D062575,5.31,5.21,0.027,0.029,0.045,0.042
NM21104,D062595,D062594,5.51,5.51,0.028,0.028,0.048,0.049
NM21104,D062615,D062614,5.78,5.65,0.021,0.022,0.049,0.049
NM21104,D062635,D062634,5.02,5.02,0.027,0.027,0.036,0.036
NM21104,D062655,D062654,3.04,3.13,0.03,0.025,0.023,0.023
NM21104,D062675,D062674,5.03,4.92,0.013,0.013,0.041,0.04
NM21104,D062695,D062694,6.75,6.44,1.82,1.82,0.071,0.069
NM21104,D062715,D062714,6.89,6.93,2.17,2.17,0.069,0.069
NM21104,D062735,D062734,7.29,7.31,1.835,1.85,0.074,0.076
NM21104,D062755,D062754,6.62,6.54,1.865,1.815,0.056,0.055
NM21104,D062775,D062774,5.08,5.14,1.865,1.905,0.049,0.05
NM21104,D062794,D062793,5.62,5.66,1.705,1.705,0.058,0.057
NM21104,D062815,D062814,7.09,7.03,1.83,1.82,0.073,0.074
NM21104,D062835,D062834,6.83,6.78,1.91,1.915,0.071,0.071
NM21104,D062855,D062854,6.4,6.38,1.95,1.965,0.064,0.064
NM21104,D062875,D062874,6.48,6.5,1.96,1.955,0.066,0.066
NM21104,D062895,D062894,6.86,6.81,1.73,1.74,0.071,0.071
NM21104,D062915,D062914,4.82,4.6,1.575,1.54,0.049,0.047
NM21104,D062935,D062934,5.81,5.75,1.695,1.725,0.059,0.058
NM21104,D062955,D062954,6.14,6.12,1.905,1.915,0.065,0.063
NM21103,D060686,D060685,5.49,5.83,1.05,1.15,0.024,0.024
NM21103,D060705,D060704,3.5,3.6,0.698,0.695,0.027,0.027
NM21103,D060725,D060724,3.42,3.21,0.201,0.148,0.02,0.018
NM21103,D060745,D060744,2.61,2.9,0.108,0.102,0.021,0.023
NM21103,D060766,D060765,10.3,11.1,0.163,0.166,0.07,0.075
NM21103,D060785,D060784,19.95,19.8,0.072,0.078,0.137,0.131
NM21103,D060805,D060804,23.7,24.3,0.067,0.071,0.148,0.154
NM21103,D060825,D060824,9.95,9.35,0.1,0.107,0.075,0.073
NM21103,D060845,D060844,9.56,9.51,0.178,0.178,0.068,0.067
NM21103,D060866,D060865,12.4,12.75,0.259,0.25,0.06,0.062
NM21103,D060885,D060884,7.66,7.65,0.285,0.285,0.043,0.044
NM21103,D060905,D060904,3.04,2.96,0.708,0.694,0.011,0.01
NM21102,D027755,D027754,5.7,6,0.051,0.049,0.045,0.047
NM21102,D027775,D027774,4.1,4.15,0.04,0.042,0.035,0.035
NM21102,D027795,D027794,4.1,4.03,0.041,0.041,0.035,0.035
NM21102,D027815,D027814,7.42,7.15,2.47,2.39,0.075,0.073
NM21102,D027835,D027834,5.54,5.67,1.955,1.97,0.055,0.055
NM21102,D027855,D027854,6.36,6.33,1.88,1.885,0.063,0.065
NM21102,D027875,D027874,6.42,6.46,1.835,1.85,0.065,0.064
NM21102,D027895,D027894,7.05,7.07,1.755,1.755,0.068,0.068
NM21102,D027915,D027914,6.28,6.28,1.715,1.7,0.059,0.058
NM21102,D027935,D027934,5.27,5.28,0.497,0.501,0.037,0.04
NM21102,D027955,D027956,2.21,2.15,0.026,0.027,0.023,0.023
NM21102,D027975,D027974,3.67,3.69,0.045,0.045,0.013,0.014
NM21102,D027995,D027994,3.51,3.5,0.053,0.052,0.013,0.013
NM21102,D062015,D062014,3.11,3.12,0.051,0.05,0.012,0.012
NM21102,D062035,D062034,3.35,3.32,0.058,0.059,0.012,0.012
NM21102,D062055,D062054,4.77,4.7,0.028,0.029,0.019,0.02
NM21102,D062075,D062074,4.45,4.35,0.035,0.035,0.018,0.017
NM21102,D062094,D062093,5.4,5.47,0.029,0.029,0.022,0.023
NM21102,D062115,D062114,6.46,6.95,0.023,0.023,0.028,0.03
NM21102,D062135,D062134,2.97,3.02,0.021,0.021,0.014,0.015
NM21102,D062156,D062155,4.29,4.11,0.031,0.029,0.017,0.016
NM21102,D062175,D062174,4.62,4.52,0.038,0.036,0.018,0.018
NM21102,D062194,D062193,3.39,3.46,0.03,0.028,0.013,0.014
NM21102,D062215,D062214,3.58,3.58,0.023,0.022,0.014,0.014
NM21102,D062235,D062234,3.44,3.48,0.017,0.017,0.012,0.013
NM21102,D062257,D062256,3.05,3.04,0.017,0.017,0.012,0.012
NM21102,D062275,D062274,3.17,3.1,0.027,0.026,0.012,0.012
NM21102,D062295,D062294,2.93,2.97,0.029,0.03,0.011,0.011
NM21102,D062315,D062314,2.93,2.93,0.032,0.034,0.012,0.012
NM21102,D062335,D062334,2.86,2.77,0.031,0.033,0.011,0.01
NM21101,D060565,D060564,4.43,4.45,0.877,0.919,0.041,0.04
NM21101,D060585,D060584,4.97,4.95,1.195,1.21,0.047,0.048
NM21101,D060605,D060604,5.09,4.93,1.405,1.41,0.048,0.046
NM21101,D060625,D060624,4.08,4.07,1.245,1.245,0.036,0.038
NM21101,D060646,D060645,3.22,3.11,0.015,0.015,0.019,0.018
NM21101,D060665,D060664,1.1,0.67,0.013,0.013,0.007,0.006
NM21100,D029505,D029504,5.04,5.1,0.076,0.075,0.033,0.033
NM21100,D029525,D029524,6.48,6.28,0.056,0.064,0.034,0.034
NM21100,D029545,D029544,10.05,9.93,0.034,0.033,0.045,0.044
NM21100,D029565,D029564,5.22,5.11,0.082,0.084,0.026,0.026
NM21100,D029585,D029584,5.96,5.97,0.074,0.083,0.025,0.025
NM21100,D029605,D029604,6.34,6.33,0.074,0.083,0.026,0.027
NM21100,D029625,D029624,5.78,5.82,0.096,0.096,0.025,0.026
NM21100,D029646,D029645,6.09,6.23,0.09,0.093,0.025,0.026
NM21100,D029665,D029664,4.92,4.83,0.124,0.128,0.022,0.021
NM21100,D029685,D029684,6.21,6.04,0.116,0.121,0.027,0.026
NM21100,D029705,D029704,6.1,6.04,0.185,0.186,0.027,0.027
NM21100,D029725,D029724,7.4,7.66,0.201,0.178,0.032,0.033
NM21100,D029745,D029744,0.11,0.12,0.007,0.008,0.0005,0.001
NM21099,C199875,C199874,4.85,4.87,1.49,1.5,0.047,0.047
NM21099,C199895,C199894,4.44,4.47,1.635,1.675,0.043,0.043
NM21099,C199915,C199914,5,4.98,1.79,1.79,0.05,0.051
NM21099,C199935,C199934,3.23,3.25,0.018,0.018,0.022,0.022
NM21099,C199955,C199954,4.1,4.15,0.032,0.027,0.033,0.034
NM21099,C199974,C199973,1.89,1.92,0.527,0.528,0.006,0.007
NM21099,C199995,C199994,5.25,5.26,0.013,0.013,0.048,0.047
NM21099,D060515,D060514,5.64,5.64,0.012,0.012,0.041,0.041
NM21099,D060535,D060534,4.99,5.04,0.014,0.014,0.041,0.04
NM21098,C199775,C199774,4.89,4.73,1.52,1.575,0.048,0.047
NM21098,C199795,C199794,4.77,4.8,1.46,1.46,0.045,0.045
NM21098,C199815,C199814,4.74,4.69,1.405,1.4,0.049,0.048
NM21098,C199835,C199834,4.46,4.43,1.355,1.325,0.046,0.046
NM21098,C199855,C199854,3.9,3.99,0.016,0.016,0.016,0.018
NM21097,D026445,D026444,5.81,5.87,1.415,1.425,0.007,0.007
NM21097,D026465,D026464,4.12,4.11,1.185,1.175,0.006,0.006
NM21097,D026485,D026484,5.05,4.98,1.18,1.18,0.011,0.01
NM21097,D026505,D026504,4.29,4.35,1.2,1.205,0.009,0.008
NM21097,D026525,D026524,4.04,4.03,1.125,1.115,0.011,0.012
NM21097,D026545,D026544,5.39,5.37,1.52,1.52,0.016,0.017
NM21097,D026565,D026564,4.69,4.75,1.305,1.365,0.013,0.012
NM21097,D026585,D026584,5.57,5.58,1.51,1.545,0.017,0.015
NM21097,D026605,D026604,4.12,4.2,0.505,0.524,0.029,0.031
NM21097,D026625,D026624,2.9,2.89,0.251,0.303,0.038,0.037
NM21097,D026645,D026644,4.47,4.51,1.395,1.41,0.019,0.02
NM21097,D026665,D026664,5.2,5.21,1.575,1.57,0.023,0.023
NM21097,D026685,D026684,5.16,5.24,1.62,1.645,0.021,0.021
NM21097,D026705,D026704,3.81,3.62,0.332,0.29,0.049,0.048
NM21097,D026725,D026724,5.15,5.13,1.675,1.645,0.027,0.026
NM21097,D026745,D026744,5.18,5.11,1.61,1.585,0.027,0.028
NM21097,D026765,D026764,4.92,4.59,0.046,0.051,0.05,0.055
NM21097,D026785,D026784,3.62,3.08,0.092,0.099,0.018,0.017
NM21097,D026805,D026804,2.81,2.95,0.079,0.077,0.013,0.014
NM21097,D026825,D026824,1.92,2.11,0.065,0.076,0.009,0.01
NM21096,D030004,D030003,4.65,4.67,1.58,1.49,0.038,0.04
NM21096,D030025,D030024,4.55,4.61,1.195,1.22,0.042,0.041
NM21096,D030045,D030044,5.15,5.1,1.56,1.57,0.048,0.048
NM21096,D030066,D030065,4.36,4.48,0.37,0.321,0.029,0.029
NM21096,D030085,D030084,4.77,4.84,1.425,1.38,0.041,0.038
NM21096,D030106,D030105,2.25,2.3,0.656,0.626,0.019,0.02
NM21096,D030125,D030124,2.21,2.15,0.027,0.026,0.012,0.011
NM21096,D030145,D030144,5.64,5.52,0.013,0.013,0.042,0.042
NM21096,D030164,D030163,5.12,5.09,0.031,0.031,0.021,0.02
NM21096,D030184,D030183,3.63,3.65,0.045,0.045,0.015,0.015
NM21096,D030205,D030204,4.99,5.03,0.041,0.04,0.018,0.019
NM21096,D030225,D030224,3.81,3.91,0.04,0.038,0.015,0.015
NM21096,D030245,D030244,1.82,1.79,0.023,0.022,0.011,0.011
NM21096,D030264,D030263,5.76,5.77,0.034,0.038,0.037,0.036
NM21096,D030285,D030284,3.81,3.83,1.405,1.425,0.042,0.041
NM21096,D030305,D030304,4.09,4.11,1.48,1.515,0.04,0.04
NM21096,D030325,D030324,4.33,4.35,0.029,0.025,0.023,0.022
NM21096,D030345,D030344,4.27,4.19,0.047,0.048,0.032,0.031
NM21096,D030365,D030364,3.23,3.24,0.058,0.055,0.026,0.025
NM21096,D030385,D030384,4.19,4.27,0.044,0.043,0.034,0.033
NM21096,D030405,D030404,4.45,4.44,0.044,0.048,0.035,0.036
NM21096,D030425,D030424,3.72,3.66,0.065,0.066,0.029,0.027
NM21096,D030445,D030444,4.56,4.55,0.064,0.062,0.037,0.037
NM21096,D030465,D030464,5.26,5.28,0.056,0.056,0.041,0.04
NM21096,D030485,D030484,7.6,7.7,0.028,0.029,0.059,0.062
NM21096,D030505,D030504,5.75,5.82,0.031,0.028,0.045,0.045
NM21096,D030525,D030524,4.29,4.32,0.051,0.051,0.033,0.034
NM21096,D030545,D030544,7.36,7.38,0.044,0.041,0.055,0.055
NM21096,D030565,D030564,8.37,8.21,0.043,0.04,0.048,0.048
NM21096,D030585,D030584,5.86,5.77,0.065,0.066,0.028,0.029
NM21095,D029205,D029204,5.2,5.19,1.635,1.625,0.023,0.023
NM21095,D029225,D029224,4.63,4.58,1.335,1.325,0.019,0.019
NM21095,D029245,D029244,5.2,5.26,1.535,1.575,0.037,0.035
NM21095,D029265,D029264,4.57,4.95,1.355,1.51,0.02,0.021
NM21095,D029285,D029284,5.41,5.39,1.6,1.605,0.022,0.023
NM21095,D029305,D029304,3.04,3.05,0.731,0.731,0.028,0.029
NM21095,D029325,D029324,4.86,4.86,1.495,1.5,0.023,0.022
NM21095,D029345,D029344,4.55,4.55,1.37,1.38,0.023,0.022
NM21095,D029365,D029364,3.37,3.41,0.171,0.172,0.062,0.061
NM21095,D029385,D029384,2.55,2.6,0.243,0.249,0.04,0.04
NM21095,D029405,D029404,5.54,5.45,1.705,1.72,0.025,0.026
NM21095,D029425,D029424,3.8,3.79,0.2,0.185,0.055,0.055
NM21095,D029445,D029444,4.81,4.82,1.465,1.46,0.029,0.029
NM21095,D029465,D029464,4.85,4.73,1.49,1.475,0.03,0.028
NM21095,D029485,D029484,4.96,4.97,1.565,1.535,0.017,0.017
NM21094,C199535,C199534,4.84,4.8,1.5,1.485,0.05,0.05
NM21094,C199555,C199554,4.79,4.88,1.725,1.795,0.05,0.051
NM21094,C199575,C199574,4.61,4.61,1.775,1.74,0.046,0.048
NM21094,C199595,C199594,3.63,3.64,0.015,0.015,0.021,0.022
NM21094,C199615,C199614,4.29,4.3,0.017,0.017,0.033,0.034
NM21094,C199635,C199634,5.34,5.28,0.014,0.014,0.038,0.038
NM21094,C199655,C199654,6.21,6.2,0.01,0.01,0.049,0.052
NM21094,C199675,C199674,4.88,4.86,0.015,0.015,0.039,0.038
NM21094,C199695,C199694,5.61,5.62,0.013,0.01,0.056,0.054
NM21094,C199715,C199714,5.92,6.1,0.02,0.017,0.05,0.053
NM21094,C199735,C199734,6.37,6.42,0.014,0.013,0.055,0.059
NM21094,C199757,C199756,4.99,4.9,0.022,0.021,0.041,0.04
NM21093,D031315,D031314,4.65,4.73,1.31,1.34,0.032,0.034
NM21093,D031335,D031334,5.38,5.37,1.295,1.32,0.039,0.039
NM21093,D031355,D031354,4.5,4.56,1.23,1.245,0.035,0.034
NM21093,D031375,D031374,4.55,4.54,1.295,1.29,0.035,0.035
NM21093,D031395,D031394,3.64,3.71,1.18,1.225,0.032,0.032
NM21093,D031415,D031414,4.29,4.22,1.145,1.13,0.037,0.037
NM21093,D031434,D031433,3.88,3.95,0.989,1.05,0.027,0.029
NM21093,D031454,D031453,4.1,4.06,1.135,1.145,0.035,0.034
NM21093,D031475,D031474,4.33,4.39,1.26,1.235,0.04,0.039
NM21093,D031495,D031494,2.82,2.83,0.763,0.797,0.023,0.024
NM21093,D031515,D031514,4.32,4.32,1.025,1.02,0.037,0.037
NM21093,D031535,D031534,3.72,3.74,0.886,0.856,0.033,0.033
NM21093,D031555,D031554,3.84,3.93,1,0.991,0.035,0.035
NM21093,D031575,D031574,4.64,4.65,1.235,1.205,0.04,0.04
NM21093,D031595,D031594,3.67,3.73,0.891,0.93,0.032,0.032
NM21093,D031615,D031614,4.65,4.63,1.32,1.315,0.041,0.041
NM21093,D031635,D031634,4.16,4.21,1.045,1.04,0.038,0.038
NM21093,D031655,D031654,4.3,4.37,1.145,1.15,0.04,0.041
NM21093,D031675,D031674,4.63,4.58,1.41,1.34,0.043,0.042
NM21093,D031695,D031694,4.41,4.41,1.275,1.265,0.039,0.04
NM21093,D031715,D031714,2.77,2.67,0.028,0.026,0.017,0.017
NM21093,D031735,D031734,4.48,4.29,0.032,0.033,0.042,0.04
NM21093,D031755,D031754,6.31,6.46,0.032,0.031,0.029,0.029
NM21093,D031775,D031774,6.27,6.38,0.031,0.031,0.026,0.026
NM21093,D031795,D031794,3.18,3.2,0.046,0.047,0.013,0.013
NM21092,C199455,C199454,10.05,10.3,1.925,1.9,0.103,0.102
NM21092,C199475,C199474,2.07,1.97,0.073,0.076,0.032,0.031
NM21092,C199495,C199494,2.92,2.97,0.301,0.315,0.046,0.046
NM21092,C199515,C199514,2.94,3.12,0.438,0.498,0.014,0.013
NM21091,D028905,D028904,4.94,4.92,1.545,1.535,0.019,0.019
NM21091,D028925,D028924,4.81,4.77,1.415,1.41,0.018,0.017
NM21091,D028945,D028944,5.13,5.04,1.56,1.55,0.021,0.021
NM21091,D028965,D028964,4.67,4.68,1.39,1.4,0.022,0.021
NM21091,D028984,D028983,2.38,2.54,0.18,0.186,0.032,0.034
NM21091,D029005,D029004,3.97,3.92,0.199,0.2,0.066,0.065
NM21091,D029026,D029025,4.89,4.82,1.455,1.445,0.024,0.024
NM21091,D029045,D029044,4.13,4.22,1.18,1.18,0.024,0.023
NM21091,D029064,D029063,1.98,1.77,0.315,0.343,0.018,0.017
NM21091,D029085,D029084,2.51,2.39,0.363,0.392,0.023,0.021
NM21091,D029105,D029104,4.89,4.97,1.465,1.46,0.023,0.024
NM21091,D029125,D029124,4.74,4.83,1.46,1.54,0.024,0.023
NM21091,D029147,D029146,4.78,4.82,1.43,1.45,0.023,0.023
NM21091,D029164,D029163,4.95,4.88,1.55,1.525,0.028,0.027
NM21091,D029186,D029185,5.01,4.95,1.585,1.54,0.025,0.025
NM21090,D031005,D031004,3.1,3.11,0.058,0.061,0.024,0.024
NM21090,D031024,D031023,4.58,4.47,0.04,0.04,0.029,0.028
NM21090,D031045,D031044,4.92,4.89,0.051,0.051,0.032,0.031
NM21090,D031065,D031064,3.55,3.58,0.044,0.044,0.027,0.028
NM21090,D031085,D031084,4.62,4.62,0.024,0.023,0.029,0.03
NM21090,D031105,D031104,4.15,4.24,1.515,1.54,0.04,0.041
NM21090,D031125,D031124,3.94,3.89,1.54,1.525,0.039,0.038
NM21090,D031138,D031137,5.97,5.66,1.74,1.71,0.058,0.057
NM21090,D031166,D031165,4.71,4.71,1.51,1.49,0.046,0.048
NM21090,D031186,D031185,3.9,4.09,1.025,1.035,0.037,0.038
NM21090,D031206,D031205,2.95,2.58,0.596,0.522,0.026,0.022
NM21090,D031226,D031225,5.89,6.05,1.5,1.53,0.055,0.055
NM21090,D031245,D031244,5.42,5.35,1.715,1.73,0.048,0.049
NM21090,D031265,D031264,6.88,6.82,1.85,1.875,0.071,0.068
NM21090,D031285,D031284,6.43,6.4,1.995,2,0.065,0.065
NM21090,D031304,D031303,6,6.17,1.92,2.01,0.061,0.061
NM21089,C199255,C199254,5.69,5.54,0.313,0.319,0.039,0.038
NM21089,C199275,C199274,23.7,24.9,0.165,0.174,0.148,0.151
NM21089,C199295,C199294,5.54,5.6,0.303,0.3,0.036,0.036
NM21089,C199315,C199314,13,13.25,0.158,0.156,0.076,0.078
NM21089,C199335,C199334,6.09,6.26,0.264,0.26,0.041,0.043
NM21089,C199355,C199354,2.45,2.52,0.513,0.552,0.004,0.004
NM21089,C199375,C199374,2.84,2.91,0.542,0.536,0.006,0.006
NM21089,C199395,C199394,4.14,4.2,0.991,0.999,0.015,0.016
NM21089,C199415,C199414,3.98,4,1.045,1.06,0.019,0.019
NM21089,C199435,C199434,1.39,1.4,0.221,0.224,0.001,0.002
NM21088,D027375,D027374,4.69,4.7,0.061,0.06,0.036,0.037
NM21088,D027395,D027394,4.66,4.65,0.06,0.059,0.037,0.037
NM21088,D027415,D027414,4.67,4.73,0.048,0.049,0.035,0.036
NM21088,D027435,D027434,5.47,5.34,0.059,0.064,0.041,0.041
NM21088,D027455,D027454,4.88,4.85,0.047,0.049,0.037,0.036
NM21088,D027475,D027474,5.84,5.66,0.034,0.036,0.041,0.041
NM21088,D027495,D027494,7.6,7.67,0.04,0.041,0.043,0.044
NM21088,D027515,D027514,7.25,7.29,0.05,0.051,0.043,0.042
NM21088,D027535,D027534,6.64,6.73,0.062,0.06,0.035,0.034
NM21088,D027555,D027554,4.26,4.31,0.056,0.054,0.02,0.019
NM21088,D027576,D027575,9.14,9.01,0.018,0.018,0.042,0.042
NM21088,D027595,D027594,4.84,4.86,0.036,0.035,0.022,0.021
NM21088,D027616,D027615,5.46,5.65,0.033,0.03,0.022,0.024
NM21088,D027635,D027634,4.52,4.52,0.028,0.027,0.019,0.019
NM21088,D027655,D027654,4.82,4.79,0.064,0.06,0.037,0.037
NM21088,D027676,D027675,4.93,5.01,0.058,0.061,0.039,0.038
NM21088,D027695,D027694,5.24,4.92,0.058,0.066,0.035,0.032
NM21088,D027715,D027714,6.9,6.98,0.051,0.051,0.035,0.036
NM21088,D027734,D027733,5.34,5.35,0.042,0.042,0.03,0.031
NM21087,D028605,D028604,5.03,5.02,1.48,1.52,0.044,0.044
NM21087,D028625,D028624,1.91,1.88,0.505,0.487,0.019,0.02
NM21087,D028645,D028644,4.61,4.65,1.32,1.38,0.046,0.047
NM21087,D028665,D028664,4.79,4.86,1.455,1.45,0.051,0.048
NM21087,D028685,D028684,4.85,4.74,1.445,1.42,0.054,0.05
NM21087,D028705,D028704,4.4,4.51,1.14,1.185,0.053,0.053
NM21087,D028725,D028724,4.68,4.5,1.345,1.28,0.052,0.052
NM21087,D028745,D028744,3.99,4.1,0.947,0.963,0.035,0.037
NM21087,D028765,D028764,4.44,4.53,1.245,1.255,0.046,0.053
NM21087,D028785,D028784,3.23,3.22,1.1,1.11,0.036,0.032
NM21087,D028805,D028804,0.57,0.56,0.014,0.016,0.01,0.011
NM21087,D028825,D028824,5.73,5.95,0.011,0.01,0.039,0.039
NM21087,D028845,D028844,5.72,5.79,0.016,0.014,0.042,0.045
NM21087,D028865,D028864,5.86,5.93,0.025,0.026,0.029,0.029
NM21087,D028885,D028884,2.92,2.96,0.026,0.023,0.014,0.017
NM21085,D026185,D026184,4.54,4.67,0.057,0.057,0.036,0.035
NM21085,D026205,D026204,9.77,8.93,0.015,0.022,0.088,0.08
NM21085,D026225,D026224,10.2,10.05,0.011,0.011,0.086,0.086
NM21085,D026245,D026244,4.72,4.43,0.055,0.057,0.039,0.036
NM21085,D026265,D026264,7.5,6.98,0.029,0.039,0.063,0.059
NM21085,D026285,D026284,6.44,6.41,2.19,2.22,0.065,0.065
NM21085,D026305,D026304,3.96,4.09,1.53,1.51,0.039,0.04
NM21085,D026325,D026324,4.03,4.01,1.305,1.315,0.041,0.039
NM21085,D026345,D026344,4.8,4.87,1.605,1.57,0.044,0.046
NM21085,D026365,D026364,2.86,2.76,0.024,0.035,0.018,0.016
NM21085,D026385,D026384,6.73,6.66,0.017,0.017,0.047,0.047
NM21085,D026405,D026404,5.16,5.11,0.027,0.025,0.03,0.03
NM21085,D026425,D026424,5.82,6.01,0.011,0.011,0.027,0.03
NM21084,D028245,D028244,5.11,5.08,1.63,1.605,0.049,0.048
NM21084,D028265,D028264,4.62,4.55,1.44,1.41,0.05,0.05
NM21084,D028285,D028284,5.1,5.78,1.775,2.05,0.052,0.059
NM21084,D028305,D028304,6.67,6.71,2.28,2.28,0.068,0.068
NM21084,D028325,D028324,5.73,5.64,1.89,1.82,0.058,0.057
NM21084,D028345,D028344,4.03,4.13,0.028,0.022,0.032,0.032
NM21084,D028365,D028364,4.72,4.82,0.017,0.016,0.035,0.035
NM21084,D028387,D028386,4.1,4.21,0.018,0.017,0.026,0.027
NM21084,D028405,D028404,3.57,3.88,0.015,0.014,0.028,0.03
NM21084,D028425,D028424,4.87,4.81,0.016,0.017,0.038,0.037
NM21084,D028445,D028444,5.46,5.57,0.012,0.012,0.049,0.05
NM21084,D028465,D028464,5.34,5.36,0.014,0.014,0.037,0.036
NM21084,D028485,D028484,5.03,5.07,0.022,0.018,0.036,0.036
NM21084,D028505,D028504,5.08,5.11,0.017,0.034,0.038,0.039
NM21084,D028525,D028524,5.2,5.19,0.015,0.015,0.039,0.039
NM21084,D028545,D028544,4.93,4.92,0.016,0.015,0.037,0.036
NM21084,D028565,D028564,5.3,5.25,0.014,0.013,0.041,0.042
NM21084,D028585,D028584,5.11,5.18,0.013,0.013,0.042,0.043
NM21083,D027016,D027015,5.11,5.06,1.595,1.57,0.046,0.047
NM21083,D027036,D027035,4.69,4.59,1.57,1.525,0.041,0.038
NM21083,D027055,D027054,4.84,4.77,1.51,1.52,0.042,0.04
NM21083,D027075,D027074,4.41,4.31,1.215,1.21,0.04,0.039
NM21083,D027096,D027095,4.04,4.08,1.095,1.125,0.034,0.035
NM21083,D027115,D027114,4.5,4.58,1.365,1.38,0.039,0.04
NM21083,D027136,D027135,3.64,3.74,0.906,0.902,0.027,0.028
NM21083,D027155,D027154,4.82,4.89,1.245,1.245,0.039,0.04
NM21083,D027175,D027174,3.55,3.66,0.956,0.963,0.031,0.031
NM21083,D027195,D027194,3.98,4.09,1.015,1.035,0.034,0.038
NM21083,D027215,D027214,3.72,3.8,0.964,0.98,0.036,0.036
NM21083,D027235,D027234,4.31,4.36,1.03,1.02,0.043,0.039
NM21083,D027255,D027254,4.32,4.2,1.02,0.972,0.039,0.038
NM21083,D027275,D027274,3.59,3.59,0.884,0.897,0.029,0.029
NM21083,D027295,D027294,3.12,3.18,0.787,0.81,0.022,0.023
NM21083,D027315,D027314,4.25,4.22,1.205,1.21,0.037,0.036
NM21083,D027335,D027334,3.39,3.42,1.205,1.225,0.03,0.029
NM21083,D027355,D027354,3.85,3.84,1.05,1.07,0.039,0.036
NM21081,D024005,D024004,4.69,4.7,0.017,0.017,0.038,0.038
NM21081,D024025,D024024,7.85,7.82,0.013,0.016,0.094,0.099
NM21081,D024045,D024044,4.49,4.66,0.027,0.036,0.022,0.026
NM21081,D024065,D024064,4,3.92,0.023,0.025,0.018,0.022
NM21081,D024085,D024084,3.14,3.13,0.027,0.031,0.014,0.013
NM21081,D024105,D024104,3.22,3.18,0.021,0.023,0.015,0.016
